series_name,episode_name,series_episode,season,season_episode,url,user_rating,user_votes,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10
Scandal,Extinction,96,6,6,http://www.imdb.com/title/tt5807966/?ref_=ttep_ep6,8,268,0.03731343283582089,0.007462686567164179,0.018656716417910446,0.03731343283582089,0.026119402985074626,0.048507462686567165,0.09328358208955224,0.27611940298507465,0.20149253731343283,0.2537313432835821
Scandal,A Traitor Among Us,97,6,7,http://www.imdb.com/title/tt5807972/?ref_=ttep_ep7,8.4,324,0.040123456790123455,0.015432098765432098,0.024691358024691357,0.021604938271604937,0.018518518518518517,0.015432098765432098,0.05864197530864197,0.15123456790123457,0.2839506172839506,0.37037037037037035
Scandal,A Stomach for Blood,98,6,8,http://www.imdb.com/title/tt5807978/?ref_=ttep_ep8,7.9,264,0.056818181818181816,0.011363636363636364,0.030303030303030304,0.030303030303030304,0.041666666666666664,0.04924242424242424,0.11363636363636363,0.2727272727272727,0.16287878787878787,0.23106060606060605
Scandal,Dead in the Water,99,6,9,http://www.imdb.com/title/tt5807986/?ref_=ttep_ep9,8.4,335,0.056716417910447764,0.014925373134328358,0.023880597014925373,0.020895522388059702,0.014925373134328358,0.014925373134328358,0.06567164179104477,0.16119402985074627,0.22686567164179106,0.4
Scandal,The Decision,100,6,10,http://www.imdb.com/title/tt5807998/?ref_=ttep_ep10,6.4,355,0.16619718309859155,0.056338028169014086,0.059154929577464786,0.05352112676056338,0.10140845070422536,0.10140845070422536,0.1352112676056338,0.09859154929577464,0.07042253521126761,0.15774647887323945
Scandal,Trojan Horse,101,6,11,http://www.imdb.com/title/tt5808420/?ref_=ttep_ep11,7.9,262,0.061068702290076333,0.019083969465648856,0.026717557251908396,0.022900763358778626,0.022900763358778626,0.007633587786259542,0.1450381679389313,0.3053435114503817,0.14122137404580154,0.2480916030534351
Scandal,Mercy,102,6,12,http://www.imdb.com/title/tt5808424/?ref_=ttep_ep12,7.8,265,0.06415094339622641,0.018867924528301886,0.03018867924528302,0.022641509433962263,0.033962264150943396,0.033962264150943396,0.1320754716981132,0.27169811320754716,0.12830188679245283,0.2641509433962264
Scandal,The Box,103,6,13,http://www.imdb.com/title/tt5808428/?ref_=ttep_ep13,8.1,242,0.0371900826446281,0.01652892561983471,0.024793388429752067,0.024793388429752067,0.012396694214876033,0.02066115702479339,0.11983471074380166,0.25206611570247933,0.2024793388429752,0.2892561983471074
Scandal,Head Games,104,6,14,http://www.imdb.com/title/tt5808430/?ref_=ttep_ep14,7.7,199,0.04020100502512563,0.01507537688442211,0.03015075376884422,0.020100502512562814,0.04522613065326633,0.04020100502512563,0.16080402010050251,0.33668341708542715,0.12060301507537688,0.19095477386934673
Scandal,Tick Tock,105,6,15,http://www.imdb.com/title/tt5808438/?ref_=ttep_ep15,7.5,210,0.04285714285714286,0.014285714285714285,0.03333333333333333,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.18571428571428572,0.2619047619047619,0.12380952380952381,0.19523809523809524
Scandal,Transfer of Power,106,6,16,http://www.imdb.com/title/tt5689726/?ref_=ttep_ep16,8,273,0.03663003663003663,0.029304029304029304,0.029304029304029304,0.02564102564102564,0.029304029304029304,0.040293040293040296,0.08058608058608059,0.23809523809523808,0.18315018315018314,0.3076923076923077
Scandal,Watch Me,107,7,1,http://www.imdb.com/title/tt6523884/?ref_=ttep_ep1,7.4,260,0.08076923076923077,0.019230769230769232,0.03461538461538462,0.026923076923076925,0.03076923076923077,0.08461538461538462,0.15384615384615385,0.23461538461538461,0.09230769230769231,0.2423076923076923
Scandal,Pressing the Flesh,108,7,2,http://www.imdb.com/title/tt7069540/?ref_=ttep_ep2,7.6,206,0.06310679611650485,0.014563106796116505,0.038834951456310676,0.009708737864077669,0.043689320388349516,0.02912621359223301,0.16990291262135923,0.28640776699029125,0.13592233009708737,0.2087378640776699
Scandal,Day 101,109,7,3,http://www.imdb.com/title/tt7069546/?ref_=ttep_ep3,7.2,219,0.0684931506849315,0.0273972602739726,0.0365296803652968,0.0273972602739726,0.0547945205479452,0.091324200913242,0.1917808219178082,0.2465753424657534,0.0639269406392694,0.1917808219178082
Scandal,Lost Girls,110,7,4,http://www.imdb.com/title/tt7069548/?ref_=ttep_ep4,7.7,192,0.0625,0.010416666666666666,0.015625,0.020833333333333332,0.026041666666666668,0.06770833333333333,0.203125,0.3072916666666667,0.09375,0.19270833333333334
Scandal,Adventures in Babysitting,111,7,5,http://www.imdb.com/title/tt7069550/?ref_=ttep_ep5,7.2,199,0.08542713567839195,0.03015075376884422,0.035175879396984924,0.005025125628140704,0.04522613065326633,0.10050251256281408,0.23618090452261306,0.23115577889447236,0.07035175879396985,0.16080402010050251
Scandal,Vampires and Bloodsuckers,112,7,6,http://www.imdb.com/title/tt7069552/?ref_=ttep_ep6,8.1,203,0.059113300492610835,0.009852216748768473,0.0049261083743842365,0.019704433497536946,0.054187192118226604,0.029556650246305417,0.11822660098522167,0.29064039408866993,0.17733990147783252,0.23645320197044334
Scandal,Something Borrowed,113,7,7,http://www.imdb.com/title/tt7069554/?ref_=ttep_ep7,8,216,0.05555555555555555,0.027777777777777776,0.013888888888888888,0.018518518518518517,0.032407407407407406,0.046296296296296294,0.125,0.28703703703703703,0.13425925925925927,0.25925925925925924
Scandal,Robin,114,7,8,http://www.imdb.com/title/tt7069556/?ref_=ttep_ep8,7.5,206,0.06310679611650485,0.02912621359223301,0.019417475728155338,0.024271844660194174,0.038834951456310676,0.09223300970873786,0.18932038834951456,0.23786407766990292,0.13592233009708737,0.16990291262135923
Scandal,Good People,115,7,9,http://www.imdb.com/title/tt7069558/?ref_=ttep_ep9,7.4,199,0.07035175879396985,0.03015075376884422,0.01507537688442211,0.02512562814070352,0.06030150753768844,0.08542713567839195,0.16080402010050251,0.24120603015075376,0.12060301507537688,0.19095477386934673
Scandal,The People v. Olivia Pope,116,7,10,http://www.imdb.com/title/tt7069562/?ref_=ttep_ep10,8,202,0.06435643564356436,0.0049504950495049506,0.024752475247524754,0.01485148514851485,0.024752475247524754,0.039603960396039604,0.13861386138613863,0.32673267326732675,0.10396039603960396,0.25742574257425743
Scandal,Army of One,117,7,11,http://www.imdb.com/title/tt7069568/?ref_=ttep_ep11,7.9,196,0.0663265306122449,0.00510204081632653,0.015306122448979591,0.01020408163265306,0.03571428571428571,0.05612244897959184,0.14285714285714285,0.2755102040816326,0.1377551020408163,0.25510204081632654
Scandal,Allow Me to Reintroduce Myself,118,7,12,http://www.imdb.com/title/tt7069566/?ref_=ttep_ep12,8.8,326,0.027607361963190184,0,0.012269938650306749,0.009202453987730062,0.015337423312883436,0.015337423312883436,0.07975460122699386,0.1411042944785276,0.2361963190184049,0.46319018404907975
Scandal,Air Force Two,119,7,13,http://www.imdb.com/title/tt7069570/?ref_=ttep_ep13,7.9,190,0.05789473684210526,0.010526315789473684,0.021052631578947368,0.015789473684210527,0.02631578947368421,0.03684210526315789,0.11578947368421053,0.3157894736842105,0.18947368421052632,0.21052631578947367
Scandal,The List,120,7,14,http://www.imdb.com/title/tt7069574/?ref_=ttep_ep14,8.2,194,0.041237113402061855,0.005154639175257732,0.005154639175257732,0.02577319587628866,0.020618556701030927,0.015463917525773196,0.11855670103092783,0.29381443298969073,0.18556701030927836,0.28865979381443296
Scandal,The Noise,121,7,15,http://www.imdb.com/title/tt7069576/?ref_=ttep_ep15,8.2,180,0.027777777777777776,0.011111111111111112,0.022222222222222223,0.022222222222222223,0.016666666666666666,0.06111111111111111,0.08888888888888889,0.29444444444444445,0.20555555555555555,0.25
Scandal,People Like Me,122,7,16,http://www.imdb.com/title/tt7069578/?ref_=ttep_ep16,8,183,0.04371584699453552,0.00546448087431694,0.03278688524590164,0.01092896174863388,0.04371584699453552,0.04371584699453552,0.09289617486338798,0.33879781420765026,0.14754098360655737,0.24043715846994534
Scandal,Standing in the Sun,123,7,17,http://www.imdb.com/title/tt7069580/?ref_=ttep_ep17,8.6,206,0.02912621359223301,0.0048543689320388345,0.019417475728155338,0.014563106796116505,0.009708737864077669,0.03398058252427184,0.06796116504854369,0.1796116504854369,0.27184466019417475,0.36893203883495146
Scandal,Over a Cliff,124,7,18,http://www.imdb.com/title/tt7069582/?ref_=ttep_ep18,6.4,370,0.17297297297297298,0.04864864864864865,0.06756756756756757,0.05945945945945946,0.08108108108108109,0.10270270270270271,0.13243243243243244,0.10270270270270271,0.05405405405405406,0.1783783783783784
